Installed Asset Serial Number,Ticket Number,Title,Status,Resources,Client,Installed Asset,Total Hours Worked,Contract,Priority,Created,Due,Billed Hours,Classification,Queue,Role
CNWLYD3,T20220225.0287,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Complete,"York, Laquell (primary)",School District of Green Bay,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,0.50,Green Bay - ADP - Dell 3100 - $100,Low,02/25/2022 11:52 AM,03/10/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
65CNYD3,T20220304.0244,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Complete,"York, Laquell (primary)",School District of Green Bay,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,0.67,Green Bay - ADP - Dell 3100 - $100,Low,03/04/2022 01:41 PM,03/18/2022 12:00 AM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
2WYQYD3,T20220304.0245,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Complete,"Fox, Matthew (primary)",School District of Green Bay,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,0.75,Green Bay - ADP - Dell 3100 - $100,Low,03/04/2022 01:41 PM,03/18/2022 12:00 AM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
83ZQYD3,T20220304.0246,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Complete,"Fox, Matthew (primary)",School District of Green Bay,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,0.50,Green Bay - ADP - Dell 3100 - $100,Low,03/04/2022 01:41 PM,03/18/2022 12:00 AM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGULAA00181514D727600,T20220307.0462,Acer C732T Chromebook,Complete,"York, Brenan (primary)",School District of Menasha,Acer C732T Chromebook,0.08,Menasha - ADP - Acer C732T - $100,Low,03/07/2022 02:20 PM,03/18/2022 11:00 PM,0.08,ChromeCare Client,Client Portal,Client Service Engineer L1
5YZFYD3,T20220308.0166,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Complete,"Saniter, Tanner (primary)",School District of Green Bay,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,0.83,Green Bay - ADP - Dell 3100 - $100,Low,03/08/2022 09:44 AM,03/21/2022 11:00 PM,0.83,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGULAA00181603F4E7600,T20220309.0030,Acer C732T Chromebook,Complete,"Peterson, William (primary)",School District of Menasha,Acer C732T Chromebook,0.33,Menasha - ADP - Acer C732T - $100,Low,03/09/2022 08:03 AM,03/22/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGULAA00181514CDA7600,T20220309.0031,Acer C732T Chromebook,Complete,"Hagert, Paul (primary)",School District of Menasha,Acer C732T Chromebook,0.25,Menasha - ADP - Acer C732T - $100,Low,03/09/2022 08:03 AM,03/22/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD926BGH1,T20220309.0060,HP ProBook 430 G6 Notebook,Waiting Parts,"Hagert, Paul (primary)",School District of Kettle Moraine,HP ProBook 430 G6 Notebook,0.33,Kettle Moraine - ADP - HP ProBook 430 G6 - $100 - 1st break free,Low,03/09/2022 08:26 AM,03/22/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGULAA001816012637600,T20220311.0169,Acer C732T Chromebook,Complete,"Sanchez, Rolando (primary)",School District of Menasha,Acer C732T Chromebook,0.17,Menasha - ADP - Acer C732T - $100,Low,03/11/2022 10:40 AM,03/24/2022 11:00 PM,0.17,ChromeCare Client,Client Portal,Client Service Engineer L1
L7NXCV21394331F,T20220324.0391,Asus C214MA Chromebook,Complete,"Jung, Paul (primary) | Nikolau, Lukas",School District of Dolton 148,Asus C214MA Chromebook,0.92,Dolton - ADP - Asus C214MA - $100,Low,03/24/2022 01:26 PM,04/06/2022 11:00 PM,0.92,ChromeCare Client,Client Portal,Client Service Engineer L1
K6NXCV08C281259,T20220325.0105,Asus C214MA Chromebook,Complete,"Nikolau, Lukas (primary)",School District of Alsip-Hazlgrn-Oaklawn 126,Asus C214MA Chromebook,1.75,Alsip - ADP - Asus C214 - No Ded,Low,03/25/2022 09:56 AM,04/07/2022 11:00 PM,1.75,ChromeCare Client,Client Portal,Client Service Engineer L1
F8KNYD3,T20220330.0388,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Complete,"Fox, Matthew (primary)",School District of Green Bay,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,0.25,Green Bay - ADP - Dell 3100 - $100,Low,03/30/2022 02:09 PM,04/12/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
K7NXCV05Y223286,T20220405.0439,Asus C214MA Chromebook,Complete,"Hagert, Paul (primary)",School District of Fox River Grove 3,Asus C214MA Chromebook,1.58,Fox River Grove - ADP - Asus C214 - $100,Low,04/05/2022 01:28 PM,04/18/2022 11:00 PM,1.58,ChromeCare Client,Client Portal,Client Service Engineer L1
K7NXCV02R910275,T20220406.0324,Asus C214MA Chromebook,Complete,"Hagert, Paul (primary)",School District of Gibraltar,Asus C214MA Chromebook,0.75,Gibraltar - ADP - Asus C214MA - $100,Low,04/06/2022 11:43 AM,04/19/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
L8NXCV13P427344,T20220407.0330,Asus C214MA Chromebook,Complete,"Hagert, Paul (primary)",School District of Alsip-Hazlgrn-Oaklawn 126,Asus C214MA Chromebook,0.75,Alsip - ADP - Asus C214 - No Ded,Low,04/07/2022 11:59 AM,04/20/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
GW73J93,T20220412.0271,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Bourn, Jeffrey (primary) | Sanchez, Rolando | Yan, Richard",School District of Thornton Fractional 215,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,0.92,Thornton Fractional - ADP - Dell 3100,Low,04/12/2022 11:37 AM,04/25/2022 11:00 PM,0.92,ChromeCare Client,Client Portal,Client Service Engineer L1
5K75GD3,T20220412.0272,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Bourn, Jeffrey (primary) | Sanchez, Rolando",School District of Thornton Fractional 215,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,1.62,Void,Low,04/12/2022 11:38 AM,04/25/2022 11:00 PM,1.62,ChromeCare Client,Client Portal,Client Service Engineer L1
G3NH173,T20220412.0281,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Bourn, Jeffrey (primary) | Sanchez, Rolando",School District of Thornton Fractional 215,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,7.73,Void,Low,04/12/2022 11:38 AM,04/25/2022 11:00 PM,7.73,ChromeCare Client,Client Portal,Client Service Engineer L1
K6NXCV08C29025G,T20220412.0498,Asus C214MA Chromebook,Complete,"Hagert, Paul (primary)",School District of Alsip-Hazlgrn-Oaklawn 126,Asus C214MA Chromebook,0.75,Alsip - ADP - Asus C214 - No Ded,Low,04/12/2022 03:12 PM,04/25/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGULAA001816016567600,T20220413.0008,Acer C732T Chromebook,Complete,"Godinez, Ruwyi (primary)",School District of Menasha,Acer C732T Chromebook,0.08,Menasha - ADP - Acer C732T - $100,Low,04/13/2022 07:32 AM,04/26/2022 11:00 PM,0.08,ChromeCare Client,Client Portal,Client Service Engineer L1
P201XY1Y,T20220420.0119,Lenovo 300e Chromebook,Complete,"Meszewski, Arthur (primary)",School District of Nekoosa,Lenovo 300e Chromebook,0.90,Nekoosa - ADP - Lenovo 300e,Low,04/20/2022 09:02 AM,05/03/2022 11:00 PM,0.90,ChromeCare Client,Client Portal,Client Service Engineer L1
PF2Z6CHC,T20220420.0245,Lenovo 100e Gen 2 N4020 - 4GB/32GB - No SD Reader,Complete,"Peterson, William (primary)",School District of Nekoosa,Lenovo 100e Gen 2 N4020 - 4GB/32GB - No SD Reader,0.50,Nekoosa - ADP - Lenovo 100e G2,Low,04/20/2022 10:52 AM,05/03/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
P2086BQ9,T20220420.0373,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Complete,"Yan, Jerry (primary)",School District of Green Bay,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,0.25,Green Bay - ADP - Lenovo 300e Gen 2 N4020 - $100,Low,04/20/2022 12:57 PM,05/03/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD9241V6T,T20220421.0032,HP Chromebook 11 G7 EE 4GB/16GB,Complete,"Palicka, Curtis (primary)",School District of Neenah,HP Chromebook 11 G7 EE 4GB/16GB,0.58,Neenah - ADP - HP 11 G7 EE,Low,04/21/2022 08:01 AM,05/04/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD9241WRH,T20220421.0043,HP Chromebook 11 G7 EE 4GB/16GB,Complete,"Pagac, Alex (primary)",School District of Neenah,HP Chromebook 11 G7 EE 4GB/16GB,1.58,Neenah - ADP - HP 11 G7 EE,Low,04/21/2022 08:05 AM,05/04/2022 11:00 PM,1.58,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD9241XVH,T20220421.0046,HP Chromebook 11 G7 EE 4GB/16GB,Complete,"Vue, Ricky (primary)",School District of Neenah,HP Chromebook 11 G7 EE 4GB/16GB,1.92,Neenah - ADP - HP 11 G7 EE,Low,04/21/2022 08:08 AM,05/04/2022 11:00 PM,1.92,ChromeCare Client,Client Portal,Client Service Engineer L1
P20320RD,T20220422.0111,Lenovo 100e Chromebook,Complete,"Meszewski, Arthur (primary)",School District of Nekoosa,Lenovo 100e Chromebook,1.83,Nekoosa - ADP - Lenovo 100e,Low,04/22/2022 09:31 AM,05/05/2022 11:00 PM,1.83,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGULAA00181517FC87600,T20220422.0367,Acer C732T Chromebook,Complete,"Espinoza, Miguel (primary)",School District of Menasha,Acer C732T Chromebook,0.42,Menasha - ADP - Acer C732T - $100,Low,04/22/2022 12:57 PM,05/05/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD9258MN4,T20220427.0422,HP Chromebook 11a G6 EE 4GB/32GB - Touch,Waiting Parts,"Eslit, Arnd (primary) | Sanchez, Rolando",School District of Sheboygan Falls,HP Chromebook 11a G6 EE 4GB/32GB - Touch,1.25,Sheboygan Falls - ADP - HP 11A G6 EE - $50,Low,04/27/2022 02:45 PM,05/10/2022 11:00 PM,1.25,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD9092S46,T20220428.0417,HP Chromebook 11a G6 EE 4GB/32GB,Waiting Parts,"Eslit, Arnd (primary) | Sanchez, Rolando | Yan, Richard",School District of Waterford - High School,HP Chromebook 11a G6 EE 4GB/32GB,1.42,Waterford HS - ADP - HP 11a G6 EE - 20-21,Low,04/28/2022 01:33 PM,05/11/2022 11:00 PM,1.42,ChromeCare Client,Client Portal,Client Service Engineer L1
P2086D3Z,T20220503.0274,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Complete,"Yan, Jerry (primary)",School District of Green Bay,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,0.50,Green Bay - ADP - Lenovo 300e Gen 2 N4020 - $100,Low,05/03/2022 11:22 AM,05/16/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD8095WL4,T20220503.0477,HP Chromebook 14 G5 4GB/16GB,Waiting Pickup,,School District of Brackett Independent,HP Chromebook 14 G5 4GB/16GB,0.00,Brackett - ADP - HP 14 G5 - 21-22,Low,05/03/2022 02:46 PM,05/16/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CG142B6L7,T20220505.0422,HP Elitebook 840 G8 i7-1165G7 - 16GB/512GB,Repaired,"Jung, Paul (primary)",School District of Batavia 101,HP Elitebook 840 G8 i7-1165G7 - 16GB/512GB,0.33,Batavia - MFG - Elitebook 840 G8,Low,05/05/2022 02:05 PM,05/18/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD9095N6K,T20220506.0122,HP Chromebook 11a G6 EE 4GB/32GB,Waiting Parts,"Palicka, Curtis (primary)",School District of Waterford - High School,HP Chromebook 11a G6 EE 4GB/32GB,0.67,Waterford HS - ADP - HP 11a G6 EE - 20-21,Low,05/06/2022 09:38 AM,05/19/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
GL5NYD3,T20220509.0083,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Complete,"York, Laquell (primary)",School District of Green Bay,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,0.50,Green Bay - ADP - Dell 3100 - $100,Low,05/09/2022 08:14 AM,05/20/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5HKKH33,T20220510.0136,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Eslit, Arnd (primary)",School District of Madison Metropolitan,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,1.33,Madison - ADP - Dell 3100 20-24 - BATT INCLUDED,Low,05/10/2022 10:28 AM,05/23/2022 11:00 PM,1.33,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD92610SG,T20220510.0430,HP Chromebook 11a G6 EE 4GB/32GB - Touch,Waiting Parts,"Xiong, Shuelang (primary)",School District of Sheboygan Falls,HP Chromebook 11a G6 EE 4GB/32GB - Touch,0.50,Sheboygan Falls - ADP - HP 11A G6 EE - $50,Low,05/10/2022 03:08 PM,05/23/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
P20320LP,T20220511.0305,Lenovo 100e Chromebook,Complete,"McClain, Anastasia (primary)",School District of Nekoosa,Lenovo 100e Chromebook,0.58,Nekoosa - ADP - Lenovo 100e,Low,05/11/2022 11:32 AM,05/24/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGULAA001816015E87600,T20220512.0294,Acer C732T Chromebook,Complete,"York, Laquell (primary)",School District of Menasha,Acer C732T Chromebook,0.00,Menasha - ADP - Acer C732T - $100,Low,05/12/2022 01:11 PM,05/25/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD82098MR,T20220513.0005,HP Chromebook 11 G6 EE 4GB/16GB,Complete,"Zera, Austin (primary)",School District of Lake Geneva,HP Chromebook 11 G6 EE 4GB/16GB,0.50,Lake Geneva - ADP - HP 11 G6 EE - SiS,Low,05/13/2022 06:14 AM,05/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGULAA00181517F657600,T20220516.0036,Acer C732T Chromebook,Complete,"Espinoza, Miguel (primary)",School District of Menasha,Acer C732T Chromebook,0.08,Menasha - ADP - Acer C732T - $100,Low,05/16/2022 08:19 AM,05/27/2022 11:00 PM,0.08,ChromeCare Client,Client Portal,Client Service Engineer L1
K5NXCV023636194,T20220516.0247,Asus C204 EE Chromebook,Complete,"Gonzalez, Jime (primary) | Vankerkvoorde, Ryan",School District of Tomahawk,Asus C204 EE Chromebook,4.83,Tomahawk - ADP - Asus C204,Low,05/16/2022 10:54 AM,05/27/2022 11:00 PM,4.83,ChromeCare Client,Client Portal,Client Service Engineer L1
P204WMIC,T20220516.0482,Lenovo 300e Gen 2 MTK,Waiting Parts,"Palicka, Curtis (primary)",Winnebago Lutheran Academy,Lenovo 300e Gen 2 MTK,0.75,WLA - ADP - Lenovo 300e Gen 2 - $100,Low,05/16/2022 01:31 PM,05/27/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
K4NXCV08124017H,T20220516.0490,Asus C214MA Chromebook,Complete,"Nikolau, Lukas (primary)",School District of Fox River Grove 3,Asus C214MA Chromebook,1.42,Fox River Grove - ADP - Asus C214 - $100,Low,05/16/2022 01:38 PM,05/27/2022 11:00 PM,1.42,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD120C42N,T20220517.0035,HP 11a G8 EE A4 - 4GB/32GB - 2021,Complete,"Kundert, Austin (primary)",School District of Maple Heights,HP 11a G8 EE A4 - 4GB/32GB - 2021,0.63,Maple Heights - ADP - HP 11a G8,Low,05/17/2022 07:44 AM,05/30/2022 11:00 PM,0.63,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD117CL6T,T20220517.0037,HP 11a G8 EE A4 - 4GB/32GB,Complete,"Guerrero, Saul (primary)",School District of Maple Heights,HP 11a G8 EE A4 - 4GB/32GB,1.00,Maple Heights - ADP - HP 11a G8,Low,05/17/2022 07:44 AM,05/30/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
L7NXCV21316031F,T20220518.0176,Asus C214MA Chromebook,Complete,"Hagert, Paul (primary)",School District of Gibraltar,Asus C214MA Chromebook,0.50,Gibraltar - ADP - Asus C214MA - $100,Low,05/18/2022 09:29 AM,05/31/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGULAA001816014367600,T20220518.0233,Acer C732T Chromebook,Complete,"York, Laquell (primary)",School District of Menasha,Acer C732T Chromebook,0.00,Menasha - ADP - Acer C732T - $100,Low,05/18/2022 10:15 AM,05/31/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
K5NXCV02Y33819A,T20220519.0622,Asus C204 EE Chromebook,Complete,"McHenry, Cedrick (primary) | Vankerkvoorde, Ryan",School District of Tomahawk,Asus C204 EE Chromebook,14.82,Tomahawk - ADP - Asus C204,Low,05/19/2022 03:34 PM,06/01/2022 11:00 PM,14.82,ChromeCare Client,Client Portal,Client Service Engineer L1
K5NXCV023820197,T20220519.0623,Asus C204 EE Chromebook,Complete,"Vassel, Spencer (primary) | Vankerkvoorde, Ryan",School District of Tomahawk,Asus C204 EE Chromebook,4.62,Tomahawk - ADP - Asus C204,Low,05/19/2022 03:35 PM,06/01/2022 11:00 PM,4.62,ChromeCare Client,Client Portal,Client Service Engineer L1
K4NXCV081329176,T20220520.0255,Asus C214MA Chromebook,Complete,"Nikolau, Lukas (primary)",School District of Fox River Grove 3,Asus C214MA Chromebook,1.17,Fox River Grove - ADP - Asus C214 - $100,Low,05/20/2022 12:42 PM,06/02/2022 11:00 PM,1.17,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD8095VHB,T20220520.0345,HP Chromebook 14 G5 4GB/16GB,Complete,"Pagac, Alex (primary) | Sanchez, Rolando",School District of Brackett Independent,HP Chromebook 14 G5 4GB/16GB,0.50,Brackett - ADP - HP 14 G5 - 21-22,Low,05/20/2022 02:16 PM,06/02/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA001917170D17600,T20220523.0263,Acer R721T-28RM A4 - 4GB/32GB,Complete,"Peterson, William (primary)",School District of South Milwaukee,Acer R721T-28RM A4 - 4GB/32GB,0.75,South Milwaukee - ADP - Acer R721T - $100,Low,05/23/2022 10:25 AM,06/03/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
K7NXCV05Y32728B,T20220523.0546,Asus C214MA Chromebook,Complete,"Nikolau, Lukas (primary)",School District of Fox River Grove 3,Asus C214MA Chromebook,1.33,Fox River Grove - ADP - Asus C214 - $100,Low,05/23/2022 01:16 PM,06/03/2022 11:00 PM,1.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA0060331D4AD7611,T20220523.0657,Acer C733-C5AS N4020 - 4GB/32GB,Complete,"Ostling, Nicholas (primary)",School District of Appleton,Acer C733-C5AS N4020 - 4GB/32GB,0.00,Appleton - ADP - Acer C733 - SIS,Low,05/23/2022 02:38 PM,06/03/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Administration
FZJXFD3,T20220523.0739,Dell 3100 N4020 - 4GB/32GB - 2 USB Port,Complete,"Peterson, William (primary)",School District of Medford,Dell 3100 N4020 - 4GB/32GB - 2 USB Port,0.25,Medford - ADP - Dell 3100 Non-Touch,Low,05/23/2022 03:54 PM,06/03/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD823B910,T20220523.0747,HP Chromebook 14 G5 4GB/16GB,Waiting Pickup,,School District of Brackett Independent,HP Chromebook 14 G5 4GB/16GB,0.00,Brackett - ADP - HP 14 G5 - 21-22,Low,05/23/2022 07:51 PM,06/06/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
8CG6515P4H,T20220524.0060,HP Chromebook 11 G5,Complete,"Douangvilay, Phatanoune (primary) | Kalbouneh, Tareq",School District of Clintonville,HP Chromebook 11 G5,1.33,Clintonville - ADP - HP 11 G5 - 21-22,Low,05/24/2022 08:18 AM,06/06/2022 11:00 PM,1.33,ChromeCare Client,Client Portal,Client Service Engineer L1
8CG6511QHP,T20220524.0166,HP Chromebook 11 G5,Complete,"Taylor, Samantha (primary) | Kalbouneh, Tareq",School District of Clintonville,HP Chromebook 11 G5,4.50,Clintonville - ADP - HP 11 G5 - 21-22,Low,05/24/2022 09:36 AM,06/06/2022 11:00 PM,4.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA002927085907600,T20220524.0306,Acer C733-C37P N4000 - 4GB/32GB,Complete,"Kundert, Austin (primary)",School District of Oshkosh,Acer C733-C37P N4000 - 4GB/32GB,1.35,Oshkosh - ADP - Acer C733,Low,05/24/2022 11:09 AM,06/06/2022 11:00 PM,1.35,ChromeCare Client,Client Portal,Client Service Engineer L1
F9GG3E85Q1GC,T20220524.0522,iPad 8,Waiting Parts,"Godinez, Ruwyi (primary)",School District of Quakertown Community,iPad 8,6.60,Quakertown - ADP - iPad 8 - TH - 21-22 - No Ded,Low,05/24/2022 01:30 PM,06/06/2022 11:00 PM,6.60,ChromeCare Client,Client Portal,Client Service Engineer L1
