Installed Asset Serial Number,Ticket Number,Title,Status,Resources,Client,Installed Asset,Total Hours Worked,Contract,Priority,Created,Due,Billed Hours,Classification,Queue,Role
,T20220112.0265,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0266,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0267,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0268,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0269,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0270,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0271,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0272,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0273,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0274,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0275,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0276,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0277,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0278,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0279,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0280,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0281,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0282,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0283,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:20 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0284,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:21 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0285,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:21 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0286,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:21 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0287,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:21 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0288,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:21 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0289,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:21 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
,T20220112.0290,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,,0.00,,Low,01/12/2022 11:21 AM,01/26/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
5Q8S2H2,T20220114.0183,Dell 3180 Chromebook,Complete,"Ostling, Nicholas (primary)",School District of Bedford - MI,Dell 3180 Chromebook,0.00,Bedford MI - ADP - Dell 3180 - T&L - 1 batt replacement,Low,01/14/2022 10:37 AM,01/27/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Administration
L5NXCV14551921C,T20220201.0030,Asus C204 EE Chromebook,Complete,"Morales-Sanchez, Edgar (primary) | Kalbouneh, Tareq",School District of Germantown,Asus C204 EE Chromebook,3.22,Germantown - ADP - Asus C204,Low,02/01/2022 07:51 AM,02/14/2022 11:00 PM,3.22,ChromeCare Client,Client Portal,Client Service Engineer L1
K5NXCV08276421A,T20220208.0484,Asus C204 EE Chromebook,Complete,"Fera, Anthony (primary)",School District of Olympia 16,Asus C204 EE Chromebook,3.25,Olympia - ADP - Asus C204,Low,02/08/2022 01:50 PM,02/21/2022 11:00 PM,3.25,ChromeCare Client,Client Portal,Client Service Engineer L1
8ZX82H2,T20220217.0039,Dell 3180 Chromebook,Complete,"Ostling, Nicholas (primary)",School District of Bedford - MI,Dell 3180 Chromebook,0.00,Bedford MI - ADP - Dell 3180 - T&L - 1 batt replacement,Low,02/17/2022 08:14 AM,03/02/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Administration
5CG0265JZ2,T20220301.0328,HP EliteBook 850 G6 i5-8265U -16GB/256GB,Complete,"Schaefer, Joshua (primary) | Nikolau, Lukas",School District of Germantown,HP EliteBook 850 G6 i5-8265U -16GB/256GB,5.00,Germantown - ADP - HP 850 G6,Low,03/01/2022 01:25 PM,03/15/2022 12:00 AM,5.00,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGPZAA001904105607600,T20220314.0437,Acer Spin R751T-C4XP Chromebook,Complete,"York, Laquell (primary)",School District of Appleton,Acer Spin R751T-C4XP Chromebook,0.67,"Appleton - ADP - Acer C751T Spin - $100, SiS",Low,03/14/2022 02:14 PM,03/25/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA00302806BDC7600,T20220331.0119,Acer C933 N4120 - 4GB/32GB,Complete,"Peavey, Micheal (primary)",School District of Trico 176,Acer C933 N4120 - 4GB/32GB,0.92,Trico - ADP - Acer C933,Low,03/31/2022 10:52 AM,04/13/2022 11:00 PM,0.92,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA003116307147611,T20220404.0037,Acer C933 N4120 - 4GB/32GB,Complete,"Peavey, Micheal (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.67,Grenada - ADP - Acer C933 - T&L - $100,Low,04/04/2022 08:00 AM,04/15/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA003116304437611,T20220404.0038,Acer C933 N4120 - 4GB/32GB,Complete,"Hagert, Paul (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.33,Grenada - ADP - Acer C933 - T&L - $100,Low,04/04/2022 08:00 AM,04/15/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA0031163078B7611,T20220404.0039,Acer C933 N4120 - 4GB/32GB,Complete,"Hagert, Paul (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.33,Grenada - ADP - Acer C933 - T&L - $100,Low,04/04/2022 08:00 AM,04/15/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA003116305DD7611,T20220404.0040,Acer C933 N4120 - 4GB/32GB,Complete,"Hagert, Paul (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.33,Grenada - ADP - Acer C933 - T&L - $100,Low,04/04/2022 08:00 AM,04/15/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA00302806CEE7600,T20220404.0359,Acer C933 N4120 - 4GB/32GB,Complete,"Peavey, Micheal (primary)",School District of Trico 176,Acer C933 N4120 - 4GB/32GB,0.75,Trico - ADP - Acer C933,Low,04/04/2022 01:06 PM,04/15/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA0031163078F7611,T20220404.0409,Acer C933 N4120 - 4GB/32GB,Complete,"Peavey, Micheal (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.25,Grenada - ADP - Acer C933 - T&L - $100,Low,04/04/2022 01:55 PM,04/15/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA003116306F07611,T20220406.0554,Acer C933 N4120 - 4GB/32GB,Complete,"Peavey, Micheal (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.33,Grenada - ADP - Acer C933 - T&L - $100,Low,04/06/2022 02:40 PM,04/19/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA003116304507611,T20220411.0081,Acer C933 N4120 - 4GB/32GB,Complete,"Hagert, Paul (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.33,Grenada - ADP - Acer C933 - T&L - $100,Low,04/11/2022 08:48 AM,04/22/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
6MB54Q2,T20220414.0058,Dell 3180 Chromebook,Complete,"Ostling, Nicholas (primary)",School District of Bedford - MI,Dell 3180 Chromebook,0.00,Bedford MI - ADP - Dell 3180 - T&L - 1 batt replacement,Low,04/14/2022 08:57 AM,04/27/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Administration
NXHPVAA0031163065B7611,T20220414.0364,Acer C933 N4120 - 4GB/32GB,Complete,"Hagert, Paul (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.25,Grenada - ADP - Acer C933 - T&L - $100,Low,04/14/2022 01:16 PM,04/27/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA003116306117611,T20220414.0365,Acer C933 N4120 - 4GB/32GB,Complete,"Hagert, Paul (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.33,Grenada - ADP - Acer C933 - T&L - $100,Low,04/14/2022 01:16 PM,04/27/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
P2086D40,T20220418.0331,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Complete,"York, Laquell (primary)",School District of Green Bay,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,0.50,Green Bay - ADP - Lenovo 300e Gen 2 N4020 - $100,Low,04/18/2022 01:32 PM,04/29/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
4JLPXD3,T20220419.0222,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Complete,,School District of Green Bay,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,0.50,Green Bay - ADP - Dell 3100 - $100,Low,04/19/2022 10:17 AM,05/02/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,
NXHPVAA003116303FE7611,T20220421.0618,Acer C933 N4120 - 4GB/32GB,Waiting Parts,"Peavey, Micheal (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.08,Grenada - ADP - Acer C933 - T&L - $100,Low,04/21/2022 02:43 PM,05/04/2022 11:00 PM,0.08,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA003116303E47611,T20220421.0636,Acer C933 N4120 - 4GB/32GB,Repaired,"Hagert, Paul (primary)",School District of Trico 176,Acer C933 N4120 - 4GB/32GB,0.33,Trico - ADP - Acer C933,Low,04/21/2022 02:59 PM,05/04/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
3NZC6C3,T20220425.0383,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Deprovision Required,"Rodriguez, Juan (primary)",School District of Madison Metropolitan,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,0.17,Madison - ADP - Dell 3100 - BATT INCLUDED,Low,04/25/2022 12:52 PM,05/06/2022 11:00 PM,0.17,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA00302806CDF7600,T20220428.0065,Acer C933 N4120 - 4GB/32GB,Repaired,"Hagert, Paul (primary)",School District of Trico 176,Acer C933 N4120 - 4GB/32GB,0.33,Trico - ADP - Acer C933,Low,04/28/2022 08:59 AM,05/11/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA00302806C997600,T20220428.0066,Acer C933 N4120 - 4GB/32GB,Repaired,"Hagert, Paul (primary)",School District of Trico 176,Acer C933 N4120 - 4GB/32GB,0.33,Trico - ADP - Acer C933,Low,04/28/2022 08:59 AM,05/11/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
1W5F893,T20220428.0397,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Complete,"Saniter, Tanner (primary)",School District of La Grange 102,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,0.83,La Grange 102 - ADP - Dell 3100 Touch - $100,Low,04/28/2022 01:17 PM,05/11/2022 11:00 PM,0.83,ChromeCare Client,Client Portal,Client Service Engineer L1
BYMVXD3,T20220429.0419,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Complete,"Eslit, Karl (primary)",School District of Green Bay,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,0.75,Green Bay - ADP - Dell 3100 - $100,Low,04/29/2022 03:53 PM,05/12/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
K5NXCV00Z259187,T20220503.0321,Asus C204 EE Chromebook,Complete,"Fera, Anthony (primary)",School District of Germantown,Asus C204 EE Chromebook,2.72,Germantown - ADP - Asus C204,Low,05/03/2022 12:05 PM,05/16/2022 11:00 PM,2.72,ChromeCare Client,Client Portal,Client Service Engineer L1
4LSHJR2,T20220505.0387,Dell 3180 Chromebook,Complete,"Ostling, Nicholas (primary)",School District of Bedford - MI,Dell 3180 Chromebook,0.00,Bedford MI - ADP - Dell 3180 - T&L - 1 batt replacement,Low,05/05/2022 01:35 PM,05/18/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Administration
NXHPVAA003116304A27611,T20220511.0345,Acer C933 N4120 - 4GB/32GB,Repaired,"Hagert, Paul (primary)",School District of Trico 176,Acer C933 N4120 - 4GB/32GB,0.25,Trico - ADP - Acer C933,Low,05/11/2022 12:15 PM,05/24/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA00302806CEB7600,T20220512.0300,Acer C933 N4120 - 4GB/32GB,Repaired,"Hagert, Paul (primary)",School District of Trico 176,Acer C933 N4120 - 4GB/32GB,0.25,Trico - ADP - Acer C933,Low,05/12/2022 01:18 PM,05/25/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
8BMK9L2,T20220512.0499,Dell 5190 Chromebook,Complete,"Peavey, Micheal (primary)",School District of Riverside-Brookfield 208,Dell 5190 Chromebook,0.67,Riverside - ADP - Dell 5190,Low,05/12/2022 03:50 PM,05/25/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
3CXVXD3,T20220517.0471,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Complete,"Eslit, Karl (primary)",School District of Green Bay,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,0.75,Green Bay - ADP - Dell 3100 - $100,Low,05/17/2022 02:15 PM,05/30/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHQEAA0010160FAE57600,T20220523.0326,Acer C871-C85K,Complete,"Rosas-Soto, Alejandro (primary)",School District of Sheboygan,Acer C871-C85K,0.67,Sheboygan - ADP - Acer C871,Low,05/23/2022 10:59 AM,06/03/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
5CG0265L5Z,T20220523.0579,HP EliteBook 850 G6 i5-8265U -16GB/256GB,Complete,"Nikolau, Lukas (primary)",School District of Germantown,HP EliteBook 850 G6 i5-8265U -16GB/256GB,2.92,Germantown - ADP - HP 850 G6,Low,05/23/2022 01:41 PM,06/03/2022 11:00 PM,2.92,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA003116304A57611,T20220523.0583,Acer C933 N4120 - 4GB/32GB,Repaired,"Hagert, Paul (primary)",School District of Trico 176,Acer C933 N4120 - 4GB/32GB,0.33,Trico - ADP - Acer C933,Low,05/23/2022 01:46 PM,06/03/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD823BC4W,T20220523.0643,HP Chromebook 14 G5 4GB/16GB,Complete,"Vassel, Spencer (primary) | Sanchez, Rolando",School District of Brackett Independent,HP Chromebook 14 G5 4GB/16GB,6.37,Brackett - ADP - HP 14 G5 - 21-22,Low,05/23/2022 02:38 PM,06/03/2022 11:00 PM,6.37,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD8095WPZ,T20220523.0746,HP Chromebook 14 G5 4GB/16GB,Complete,"Duchac, Noelle (primary) | Sanchez, Rolando",School District of Brackett Independent,HP Chromebook 14 G5 4GB/16GB,2.08,Brackett - ADP - HP 14 G5 - 21-22,Low,05/23/2022 06:36 PM,06/03/2022 11:00 PM,2.08,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD9230WD1,T20220525.0381,HP Chromebook 11 G7 EE 4GB/16GB,Complete,"Koch, Joshua (primary) | Bujny, Adam",School District of Harvey 152,HP Chromebook 11 G7 EE 4GB/16GB,3.33,Harvey - ADP - HP 11 G7 EE,Low,05/25/2022 01:53 PM,06/07/2022 11:00 PM,3.33,ChromeCare Client,Client Portal,Client Service Engineer L1
L5NXCV14537321C,T20220531.0002,Asus C204 EE Chromebook,Complete,"Palicka, Curtis (primary)",School District of Germantown,Asus C204 EE Chromebook,1.00,Germantown - ADP - Asus C204,Low,05/31/2022 07:20 AM,06/13/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
JY8PPV2,T20220531.0247,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,0.00,Madison - ADP - Dell 3100 - BATT INCLUDED,Low,05/31/2022 10:33 AM,06/13/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
HTLRPV2,T20220531.0606,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,0.00,Madison - ADP - Dell 3100 - BATT INCLUDED,Low,05/31/2022 02:17 PM,06/13/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
1578PV2,T20220601.0001,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,0.00,Madison - ADP - Dell 3100 - BATT INCLUDED,Low,06/01/2022 07:09 AM,06/14/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
PF2R0RXC,T20220601.0021,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Complete,"Vue, Ricky (primary)",School District of Green Bay,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,0.42,Green Bay - ADP - Lenovo 300e Gen 2 N4020 - $100,Low,06/01/2022 07:56 AM,06/14/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
L5NXCV15M02922C,T20220602.0025,Asus C204 EE Chromebook,Complete,"McClain, Anastasia (primary)",School District of Germantown,Asus C204 EE Chromebook,0.67,Germantown - ADP - Asus C204,Low,06/02/2022 07:50 AM,06/15/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
4Y5QPV2,T20220602.0091,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,0.00,Madison - ADP - Dell 3100 - BATT INCLUDED,Low,06/02/2022 09:03 AM,06/16/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
JY8PPV2,T20220602.0092,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,0.00,Madison - ADP - Dell 3100 - BATT INCLUDED,Low,06/02/2022 09:03 AM,06/16/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
CRGKPV2,T20220602.0093,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Madison Metropolitan,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,0.00,Madison - ADP - Dell 3100 - BATT INCLUDED,Low,06/02/2022 09:03 AM,06/16/2022 12:00 AM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
