Installed Asset Serial Number,Ticket Number,Title,Status,Resources,Client,Installed Asset,Total Hours Worked,Contract,Priority,Created,Due,Billed Hours,Classification,Queue,Role
NXHBNAA005034381DA7611,T20220425.0256,Acer C721-61PJ A6 - 4GB/32GB,Repaired,"York, Brenan (primary)",School District of North Chicago 187,Acer C721-61PJ A6 - 4GB/32GB,0.67,North Chicago - ADP - Acer C721,Low,04/25/2022 10:35 AM,05/06/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
P20801LG,T20220426.0416,Lenovo 100e Gen 2 A4,Waiting Repair,,School District of Harris County,Lenovo 100e Gen 2 A4,0.00,Harris County - ADP - Lenovo 100e Gen 2 A4,Low,04/26/2022 01:11 PM,05/09/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P208FY7N,T20220426.0417,Lenovo 100e Gen 2 A4,Waiting Repair,,School District of Harris County,Lenovo 100e Gen 2 A4,0.00,Harris County - ADP - Lenovo 100e Gen 2 A4,Low,04/26/2022 01:11 PM,05/09/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P208041P,T20220426.0418,Lenovo 100e Gen 2 A4,Waiting Repair,,School District of Harris County,Lenovo 100e Gen 2 A4,0.00,Harris County - ADP - Lenovo 100e Gen 2 A4,Low,04/26/2022 01:11 PM,05/09/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P208G3AY,T20220426.0430,Lenovo 100e Gen 2 A4,Waiting Repair,,School District of Harris County,Lenovo 100e Gen 2 A4,0.00,Harris County - ADP - Lenovo 100e Gen 2 A4,Low,04/26/2022 01:11 PM,05/09/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P208G3BD,T20220426.0431,Lenovo 100e Gen 2 A4,Waiting Repair,,School District of Harris County,Lenovo 100e Gen 2 A4,0.00,Harris County - ADP - Lenovo 100e Gen 2 A4,Low,04/26/2022 01:11 PM,05/09/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPVAA003116307FD7611,T20220502.0086,Acer C933 N4120 - 4GB/32GB,Complete,"Hagert, Paul (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.50,Grenada - ADP - Acer C933 - T&L - $100,Low,05/02/2022 08:55 AM,05/13/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
L7NXCV16U788305,T20220511.0132,Asus C214MA Chromebook,Waiting Verification,"Nikolau, Lukas (primary)",School District of Dolton 148,Asus C214MA Chromebook,0.75,Dolton - ADP - Asus C214MA - $100,Low,05/11/2022 09:56 AM,05/24/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGPZAA0018070085E7600,T20220513.0386,Acer Spin R751T-C4XP Chromebook,Waiting Verification,"Peterson, William (primary)",School District of Oak Lawn Hometown 123,Acer Spin R751T-C4XP Chromebook,0.58,"Oak Lawn - ADP - Acer R751T - NO DED, BAT INCLUDED",Low,05/13/2022 01:37 PM,05/26/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
8PVTPV2,T20220517.0297,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Repaired,"Yan, Jerry (primary)",School District of Madison Metropolitan,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,0.75,Madison - ADP - Dell 3100 - BATT INCLUDED,Low,05/17/2022 11:54 AM,05/30/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD0294DN9,T20220520.0096,HP x360 14 i3-10110U - 8GB/64GB,Complete,"Jung, Paul (primary)",School District of CCSD 168,HP x360 14 i3-10110U - 8GB/64GB,0.00,CCSD 168 - ADP - HP x360 - $100,Low,05/20/2022 09:38 AM,06/02/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD9230WB0,T20220524.0371,HP Chromebook 11 G7 EE 4GB/16GB,Waiting Verification,"Vassel, Spencer (primary) | Kalbouneh, Tareq | Vankerkvoorde, Ryan",School District of Harvey 152,HP Chromebook 11 G7 EE 4GB/16GB,4.60,Harvey - ADP - HP 11 G7 EE,Low,05/24/2022 11:54 AM,06/06/2022 11:00 PM,4.60,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD5526ZCY,T20220526.0383,HP 14 G3 – 4GB/32GB,Waiting Verification,"Krueger, Erik (primary)",School District of West Harvey-Dixmoor 147,HP 14 G3 – 4GB/32GB,2.60,West Harvey - ADP - HP 14 G3 - Theft/Loss Included,Low,05/26/2022 02:01 PM,06/08/2022 11:00 PM,2.60,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD82091ZR,T20220531.0180,HP Chromebook 11 G6 EE 4GB/16GB,Repaired,"Pham, Paul (primary)",School District of Lake Geneva,HP Chromebook 11 G6 EE 4GB/16GB,3.25,Lake Geneva - ADP - HP 11 G6 EE - TH,Low,05/31/2022 09:35 AM,06/13/2022 11:00 PM,3.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA0031163064B7611,T20220531.0734,Acer C933 N4120 - 4GB/32GB,Complete,"Hagert, Paul (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.17,Grenada - ADP - Acer C933 - T&L - $100,Low,05/31/2022 04:33 PM,06/13/2022 11:00 PM,0.17,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA003116304817611,T20220601.0381,Acer C933 N4120 - 4GB/32GB,Complete,"Hagert, Paul (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,0.17,Grenada - ADP - Acer C933 - T&L - $100,Low,06/01/2022 11:03 AM,06/14/2022 11:00 PM,0.17,ChromeCare Client,Client Portal,Client Service Engineer L1
6FJ9JT2,T20220602.0419,Dell 5190 Chromebook,Waiting Parts,"Yan, Jerry (primary)",School District of Genoa City Joint #2,Dell 5190 Chromebook,0.25,Genoa - ADP - Dell 5190,Low,06/02/2022 11:59 AM,06/15/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
L9NXCV08R326371,T20220607.0148,Asus C214MA Chromebook,Waiting Verification,"Nikolau, Lukas (primary)",School District of Alsip-Hazlgrn-Oaklawn 126,Asus C214MA Chromebook,1.75,Alsip - ADP - Asus C214 - No Ded,Low,06/07/2022 09:28 AM,06/20/2022 11:00 PM,1.75,ChromeCare Client,Client Portal,Client Service Engineer L1
4FPTL63,T20220610.0352,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Repaired,"Pham, Paul (primary)",School District of Peotone 207U,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,1.00,Peotone - ADP - Dell 3100 - 21-22,Low,06/10/2022 01:19 PM,06/23/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA0060412D1C87611,T20220613.0369,Acer C733-C5AS N4020 - 4GB/32GB,Repaired,"Yan, Jerry (primary)",School District of Kankakee 111,Acer C733-C5AS N4020 - 4GB/32GB,0.75,Kankakee - ADP - Acer C733,Low,06/13/2022 12:31 PM,06/24/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA00191716B9F7600,T20220614.0339,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Peterson, William (primary)",School District of Berwyn North 98,Acer R721T-28RM A4 - 4GB/32GB,0.92,Berwyn - ADP - Acer R721T - $100 ,Low,06/14/2022 02:35 PM,06/27/2022 11:00 PM,0.92,ChromeCare Client,Client Portal,Client Service Engineer L1
M1NXCV11087502B,T20220615.0256,Asus C214MA N4020 - 4GB/32GB - Stylus,Waiting Verification,"Nikolau, Lukas (primary)",School District of Alsip-Hazlgrn-Oaklawn 126,Asus C214MA N4020 - 4GB/32GB - Stylus,1.33,Alsip - ADP - Asus C214 - No Ded,Low,06/15/2022 12:23 PM,06/28/2022 11:00 PM,1.33,ChromeCare Client,Client Portal,Client Service Engineer L1
LANXCV18U09344A,T20220616.0295,Asus C204 EE N4020 - 4GB/32GB,Waiting Verification,"Moua, Hue (primary)",School District of Riverside 96,Asus C204 EE N4020 - 4GB/32GB,0.67,Riverside 96 - ADP - Asus C204,Low,06/16/2022 01:59 PM,06/29/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA003043256137611,T20220620.0038,Acer R721T-62ZQ A6 - 4GB/32GB,Waiting Verification,"Guerrero, Saul (primary)",School District of South Milwaukee,Acer R721T-62ZQ A6 - 4GB/32GB,0.67,South Milwaukee - ADP - Acer R721T - $100,Low,06/20/2022 08:45 AM,07/01/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0030221EBA57600,T20220620.0042,Acer R721T-62ZQ A6 - 4GB/32GB,Waiting Verification,"Guerrero, Saul (primary)",School District of South Milwaukee,Acer R721T-62ZQ A6 - 4GB/32GB,0.67,South Milwaukee - ADP - Acer R721T - $100,Low,06/20/2022 08:48 AM,07/01/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0019150EC037600,T20220621.0011,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Peterson, William (primary)",School District of South Milwaukee,Acer R721T-28RM A4 - 4GB/32GB,0.75,South Milwaukee - ADP - Acer R721T - $100,Low,06/21/2022 07:13 AM,07/04/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA00304325AE07611,T20220621.0012,Acer R721T-62ZQ A6 - 4GB/32GB,Waiting Verification,"Godinez, Ruwyi (primary)",School District of South Milwaukee,Acer R721T-62ZQ A6 - 4GB/32GB,1.25,South Milwaukee - ADP - Acer R721T - $100,Low,06/21/2022 07:14 AM,07/04/2022 11:00 PM,1.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0030221EC0F7600,T20220621.0013,Acer R721T-62ZQ A6 - 4GB/32GB,Waiting Verification,"Yan, Jerry (primary)",School District of South Milwaukee,Acer R721T-62ZQ A6 - 4GB/32GB,0.75,South Milwaukee - ADP - Acer R721T - $100,Low,06/21/2022 07:14 AM,07/04/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0030220CF607600,T20220621.0051,Acer R721T-62ZQ A6 - 4GB/32GB,Waiting Verification,"Godinez, Ruwyi (primary)",School District of South Milwaukee,Acer R721T-62ZQ A6 - 4GB/32GB,0.92,South Milwaukee - ADP - Acer R721T - $100,Low,06/21/2022 07:54 AM,07/04/2022 11:00 PM,0.92,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0030220CEE57600,T20220621.0055,Acer R721T-62ZQ A6 - 4GB/32GB,Waiting Verification,"Godinez, Ruwyi (primary)",School District of South Milwaukee,Acer R721T-62ZQ A6 - 4GB/32GB,0.92,South Milwaukee - ADP - Acer R721T - $100,Low,06/21/2022 07:57 AM,07/04/2022 11:00 PM,0.92,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0030431C4E17611,T20220621.0068,Acer R721T-62ZQ A6 - 4GB/32GB,Waiting Verification,"Godinez, Ruwyi (primary)",School District of South Milwaukee,Acer R721T-62ZQ A6 - 4GB/32GB,1.08,South Milwaukee - ADP - Acer R721T - $100,Low,06/21/2022 08:17 AM,07/04/2022 11:00 PM,1.08,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA00191716FD67600,T20220621.0070,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Rosas-Soto, Alejandro (primary)",School District of South Milwaukee,Acer R721T-28RM A4 - 4GB/32GB,1.50,South Milwaukee - ADP - Acer R721T - $100,Low,06/21/2022 08:18 AM,07/04/2022 11:00 PM,1.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA001917170A77600,T20220621.0076,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Rosas-Soto, Alejandro (primary)",School District of South Milwaukee,Acer R721T-28RM A4 - 4GB/32GB,1.33,South Milwaukee - ADP - Acer R721T - $100,Low,06/21/2022 08:22 AM,07/04/2022 11:00 PM,1.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0019171705C7600,T20220621.0080,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Peavey, Micheal (primary)",School District of South Milwaukee,Acer R721T-28RM A4 - 4GB/32GB,1.17,South Milwaukee - ADP - Acer R721T - $100,Low,06/21/2022 08:25 AM,07/04/2022 11:00 PM,1.17,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA0031163042C7611,T20220621.0159,Acer C933 N4120 - 4GB/32GB,Complete,"Peavey, Micheal (primary)",School District of Grenada,Acer C933 N4120 - 4GB/32GB,1.25,Grenada - ADP - Acer C933 - T&L - $100,Low,06/21/2022 10:19 AM,07/04/2022 11:00 PM,1.25,ChromeCare Client,Client Portal,Client Service Engineer L1
LBNXCV01V123458,T20220621.0286,Asus C204 EE N4020 - 4GB/32GB,Waiting Verification,"Moua, Hue (primary)",School District of Riverside 96,Asus C204 EE N4020 - 4GB/32GB,0.67,Riverside 96 - ADP - Asus C204,Low,06/21/2022 01:04 PM,07/04/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
GLYTVP2,T20220623.0352,Dell 3180 Chromebook,Complete,"Krueger, Erik (primary)",School District of Bedford - MI,Dell 3180 Chromebook,2.50,Bedford MI - ADP - Dell 3180 - T&L - 1 batt replacement,Low,06/23/2022 01:22 PM,07/06/2022 11:00 PM,2.50,ChromeCare Client,Client Portal,Client Service Engineer L1
P204NRNN,T20220623.0451,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,In Progress,"Pham, Paul (primary)",School District of Wittenberg-Birnamwood,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,1.83,Wittenberg - ADP - Lenovo 100e G2,Low,06/23/2022 04:55 PM,07/06/2022 11:00 PM,1.83,ChromeCare Client,Client Portal,Client Service Engineer L1
JWL74Q2,T20220627.0063,Dell 3180 Chromebook,Complete,"McHenry, Cedrick (primary) | Sanchez, Rolando",School District of Bedford - MI,Dell 3180 Chromebook,11.88,Bedford MI - ADP - Dell 3180 - T&L - 1 batt replacement,Low,06/27/2022 08:39 AM,07/08/2022 11:00 PM,11.88,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0030221EC3E7600,T20220627.0149,Acer R721T-62ZQ A6 - 4GB/32GB,Waiting Verification,"Matijevich, Erik (primary)",School District of South Milwaukee,Acer R721T-62ZQ A6 - 4GB/32GB,1.75,South Milwaukee - ADP - Acer R721T - $100,Low,06/27/2022 11:44 AM,07/08/2022 11:00 PM,1.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0030220737E7600,T20220627.0152,Acer R721T-62ZQ A6 - 4GB/32GB,Waiting Verification,"Matijevich, Erik (primary)",School District of South Milwaukee,Acer R721T-62ZQ A6 - 4GB/32GB,0.92,South Milwaukee - ADP - Acer R721T - $100,Low,06/27/2022 11:46 AM,07/08/2022 11:00 PM,0.92,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0030221EBCC7600,T20220627.0157,Acer R721T-62ZQ A6 - 4GB/32GB,Waiting Verification,"Vankerkvoorde, Ryan (primary)",School District of South Milwaukee,Acer R721T-62ZQ A6 - 4GB/32GB,0.73,South Milwaukee - ADP - Acer R721T - $100,Low,06/27/2022 11:50 AM,07/08/2022 11:00 PM,0.73,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA001917170BE7600,T20220627.0170,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Saniter, Tanner (primary)",School District of South Milwaukee,Acer R721T-28RM A4 - 4GB/32GB,1.17,South Milwaukee - ADP - Acer R721T - $100,Low,06/27/2022 11:59 AM,07/08/2022 11:00 PM,1.17,ChromeCare Client,Client Portal,Client Service Engineer L1
L7NXCV213087310,T20220627.0270,Asus C214MA Chromebook,Waiting Verification,"Nikolau, Lukas (primary)",School District of Dolton 148,Asus C214MA Chromebook,0.83,Dolton - ADP - Asus C214MA - $100,Low,06/27/2022 02:52 PM,07/08/2022 11:00 PM,0.83,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0019190C5A77600,T20220629.0066,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Peterson, William (primary)",School District of Berwyn North 98,Acer R721T-28RM A4 - 4GB/32GB,1.00,Berwyn - ADP - Acer R721T - $100 ,Low,06/29/2022 08:21 AM,07/05/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0019241B5737600,T20220629.0067,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Peterson, William (primary)",School District of Berwyn North 98,Acer R721T-28RM A4 - 4GB/32GB,0.50,Berwyn - ADP - Acer R721T - $100 ,Low,06/29/2022 08:21 AM,07/05/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA00191716BD57600,T20220629.0086,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Peterson, William (primary)",School District of Berwyn North 98,Acer R721T-28RM A4 - 4GB/32GB,0.42,Berwyn - ADP - Acer R721T - $100 ,Low,06/29/2022 09:02 AM,07/12/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
M1NXCV15N44903A,T20220629.0200,Asus C214MA N4020 - 4GB/32GB - Stylus,Waiting Verification,"Nikolau, Lukas (primary)",School District of Alsip-Hazlgrn-Oaklawn 126,Asus C214MA N4020 - 4GB/32GB - Stylus,1.00,Alsip - ADP - Asus C214 - No Ded,Low,06/29/2022 12:34 PM,07/12/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
M1NXCV100318024,T20220629.0201,Asus C214MA N4020 - 4GB/32GB - Stylus,Waiting Verification,"Nikolau, Lukas (primary)",School District of Alsip-Hazlgrn-Oaklawn 126,Asus C214MA N4020 - 4GB/32GB - Stylus,0.75,Alsip - ADP - Asus C214 - No Ded,Low,06/29/2022 12:34 PM,07/12/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
L9NXCV09R804384,T20220629.0203,Asus C214MA Chromebook,Waiting Verification,"Nikolau, Lukas (primary)",School District of Alsip-Hazlgrn-Oaklawn 126,Asus C214MA Chromebook,0.67,Alsip - ADP - Asus C214 - No Ded,Low,06/29/2022 12:34 PM,07/12/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
L9NXCV15K02439C,T20220629.0209,Asus C214MA Chromebook,Waiting Verification,"Nikolau, Lukas (primary)",School District of Alsip-Hazlgrn-Oaklawn 126,Asus C214MA Chromebook,0.75,Alsip - ADP - Asus C214 - No Ded,Low,06/29/2022 12:34 PM,07/12/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0019170D3F47600,T20220630.0119,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Godinez, Ruwyi (primary)",School District of South Milwaukee,Acer R721T-28RM A4 - 4GB/32GB,1.00,South Milwaukee - ADP - Acer R721T - $100,Low,06/30/2022 10:33 AM,07/13/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA001917170CC7600,T20220630.0124,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"York, Laquell (primary)",School District of South Milwaukee,Acer R721T-28RM A4 - 4GB/32GB,0.50,South Milwaukee - ADP - Acer R721T - $100,Low,06/30/2022 10:38 AM,07/13/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA00191716F4F7600,T20220630.0125,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Ostling, Nicholas (primary)",School District of South Milwaukee,Acer R721T-28RM A4 - 4GB/32GB,1.75,South Milwaukee - ADP - Acer R721T - $100,Low,06/30/2022 10:38 AM,07/13/2022 11:00 PM,1.75,ChromeCare Client,Client Portal,Administration
NXHBRAA0030431B1E07611,T20220630.0128,Acer R721T-62ZQ A6 - 4GB/32GB,Waiting Verification,"Godinez, Ruwyi (primary)",School District of South Milwaukee,Acer R721T-62ZQ A6 - 4GB/32GB,0.67,South Milwaukee - ADP - Acer R721T - $100,Low,06/30/2022 11:02 AM,07/13/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0030431B3387611,T20220630.0141,Acer R721T-62ZQ A6 - 4GB/32GB,Waiting Verification,"Peterson, William (primary)",School District of South Milwaukee,Acer R721T-62ZQ A6 - 4GB/32GB,0.83,South Milwaukee - ADP - Acer R721T - $100,Low,06/30/2022 11:15 AM,07/13/2022 11:00 PM,0.83,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA00191716E887600,T20220630.0142,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Espinoza, Miguel (primary)",School District of South Milwaukee,Acer R721T-28RM A4 - 4GB/32GB,0.50,South Milwaukee - ADP - Acer R721T - $100,Low,06/30/2022 11:15 AM,07/13/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA00191716BE37600,T20220630.0236,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Peterson, William (primary)",School District of Berwyn North 98,Acer R721T-28RM A4 - 4GB/32GB,0.50,Berwyn - ADP - Acer R721T - $100 ,Low,06/30/2022 01:52 PM,07/13/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0019190C6C27600,T20220630.0237,Acer R721T-28RM A4 - 4GB/32GB,Repaired,"Eslit, Arnd (primary)",School District of Berwyn North 98,Acer R721T-28RM A4 - 4GB/32GB,0.58,Berwyn - ADP - Acer R721T - $100 ,Low,06/30/2022 01:54 PM,07/13/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA00191912B007600,T20220630.0238,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Saniter, Tanner (primary)",School District of Berwyn North 98,Acer R721T-28RM A4 - 4GB/32GB,0.83,Berwyn - ADP - Acer R721T - $100 ,Low,06/30/2022 01:55 PM,07/13/2022 11:00 PM,0.83,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0019241B5787600,T20220630.0240,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Kundert, Austin (primary)",School District of Berwyn North 98,Acer R721T-28RM A4 - 4GB/32GB,1.08,Berwyn - ADP - Acer R721T - $100 ,Low,06/30/2022 01:58 PM,07/13/2022 11:00 PM,1.08,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBRAA0019190C8E27600,T20220701.0010,Acer R721T-28RM A4 - 4GB/32GB,Waiting Verification,"Kundert, Austin (primary)",School District of Berwyn North 98,Acer R721T-28RM A4 - 4GB/32GB,0.60,Berwyn - ADP - Acer R721T - $100 ,Low,07/01/2022 08:22 AM,07/14/2022 11:00 PM,0.60,ChromeCare Client,Client Portal,Client Service Engineer L1
L4NXMA00W392162,T20220707.0001,Asus C203XA - 4GB/32GB,Waiting Verification,"Vassel, Spencer (primary) | Zera, Austin",Carmen Schools of Science & Technology,Asus C203XA - 4GB/32GB,0.78,Carmen - ADP - Asus C203XA - Short Term,Low,07/07/2022 07:08 AM,07/20/2022 11:00 PM,0.78,ChromeCare Client,Client Portal,Client Service Engineer L1
